merchant_id,merchant_name,state,mcc_clean,merchant_category_clean,business_type_clean,city_clean,onboarding_date_clean,merchant_status_clean,avg_ticket_was_negative,declared_avg_ticket_size_clean,settlement_account_on_file
MCH1424,"GOEL, BALAY AND DUA",Punjab,7011,Hotel / Lodging,Private Limited,Jalandar,2025-10-19 00:36:54,ACTIVE,False,5339.46,False
MCH2257,Mandal-Sankaran,Maharashtra,5311,Department Store,Individual,Mumbai,2024-04-18 23:11:42,ACTIVE,False,4831.04,False
MCH3487,Subramanian Inc,Maharashtra,5812,Restaurant,Individual,Poona,2025-07-26 00:00:00,ACTIVE,False,1612.87,False
MCH3071,Misra-Padmanabhan,Punjab,5812,Restaurant,Sole Proprietor,Ludhiana,2024-07-24 08:52:44,ACTIVE,False,,True
MCH5426,"DORA, SEHGAL AND CHOUDHURY",Delhi,4131,Transportation,Individual,Delhi,2025-11-14 00:00:00,ACTIVE,False,598.49,True
MCH8736,Dora-Sachar,Maharashtra,5311,Department Store,Private Limited,Mumbai,2024-10-11 13:06:21,ACTIVE,False,2228.33,True
MCH4443,Sachar-Banik,Rajasthan,5942,Book Store,Partnership,Jaipur,2024-12-06 00:00:00,ACTIVE,False,2375.86,True
MCH1585,Khalsa-Kulkarni,Delhi,5311,Department Store,Partnership,Delhi,2023-05-22 00:00:00,ACTIVE,False,3398.13,True
MCH4781,"Mohan, Sharaf and Narula",Delhi,,,Sole Proprietor,Delhi,2024-01-08 00:00:00,ACTIVE,False,482.6,True
MCH8632,"Koshy, Suri and Dey",Delhi,5812,Restaurant,Individual,Delhi,2025-11-14 10:58:44,ACTIVE,False,3705.21,True
MCH4093,Krishnamurthy PLC,Uttar Pradesh,7011,Hotel / Lodging,Private Limited,Lucknow,2024-03-15 00:00:00,INACTIVE,False,1291.9,True
MCH4911,"Nigam, Mahajan and Misra",Karnataka,5411,Grocery,Individual,Bangalore,2025-06-14 00:00:00,ACTIVE,False,689.3,False
MCH3640,Parikh-Raghavan,Telangana,7011,Hotel / Lodging,Sole Proprietor,Hyderabad,2023-04-11 22:07:00,ACTIVE,False,400.1,True
MCH4037,chaudhuri llc,Telangana,5311,Department Store,Individual,Hyderabad,2024-11-23 00:00:00,ACTIVE,True,2168.76,True
MCH1483,Mohan-Kari,Punjab,5942,Book Store,Private Limited,Amritsar,2026-02-11 00:00:00,ACTIVE,False,1901.08,True
MCH7023,Walla-Raj,Delhi,5311,Department Store,Individual,Delhi,2023-03-16 11:15:32,ACTIVE,False,1307.24,False
MCH7723,"Pandya, Barman and Biswas",Punjab,5699,Apparel,Private Limited,Ludhiana,2025-01-06 01:31:38,ACTIVE,False,3268.86,True
MCH7310,Mander Group,Uttar Pradesh,5699,Apparel,Partnership,Lucknow,2025-09-08 05:21:18,INACTIVE,False,1987.96,True
MCH7007,Sastry-Soni,Tamil Nadu,7011,Hotel / Lodging,Sole Proprietor,Chennai,2024-11-01 00:00:00,INACTIVE,True,649.1,True
MCH5583,"Sama, Thaman and Bakshi",Maharashtra,4814,Telecom,Individual,Pune,2023-07-21 01:11:03,ACTIVE,False,2696.94,True
MCH1297,Luthra and Sons,Delhi,5411,Grocery,Private Limited,Delhi,2023-06-12 01:16:32,ACTIVE,False,381.86,True
MCH5717,"Kuruvilla, Deol and Rama",Rajasthan,5942,Book Store,Sole Proprietor,Jaipur,2023-05-16 23:01:00,ACTIVE,False,8901.44,False
MCH7313,Comar-Din,Maharashtra,4814,Telecom,Private Limited,Mumbai,2026-01-18 00:00:00,ACTIVE,False,1884.45,True
MCH7010,kuruvilla-shanker,Delhi,5411,Grocery,Sole Proprietor,Delhi,2023-07-22 00:00:00,SUSPENDED,False,524.4,False
MCH6313,Ramanathan PLC,Maharashtra,,,Sole Proprietor,Mumbai,,ACTIVE,False,3430.73,True
MCH5343,Sangha-Pillay,Uttar Pradesh,5411,Grocery,Individual,Lko,,INACTIVE,False,1724.67,True
MCH4064,"Sidhu, Kunda and Hayre",Maharashtra,7011,Hotel / Lodging,Individual,Pune,2025-02-05 00:00:00,ACTIVE,False,1462.39,True
MCH5167,Bose and Sons,Punjab,5942,Book Store,Private Limited,Jalandhar,2025-08-20 17:50:00,INACTIVE,False,1269.25,False
MCH8005,"Kumar, Ahluwalia and Thaman",Karnataka,4131,Transportation,Sole Proprietor,Bangalore,2025-06-30 00:00:00,ACTIVE,True,6211.56,False
MCH6079,"SESHADRI, MUNI AND BANIK",West Bengal,7011,Hotel / Lodging,Individual,Kolkata,2026-02-24 00:00:00,ACTIVE,False,434.97,False
MCH2232,Borde-Sule,Telangana,5311,Department Store,Partnership,Hyderabad,2025-02-24 00:00:00,ACTIVE,False,642.26,True
MCH6172,Raja Inc,Telangana,5812,Restaurant,Sole Proprietor,Hyderabad,2024-11-09 00:00:00,ACTIVE,False,1050.0,False
MCH9348,"TOOR, PAREKH AND AGATE",Punjab,5942,Book Store,Private Limited,Amritsar,2025-03-30 00:00:00,ACTIVE,False,4472.44,True
MCH3275,Sridhar and Sons,Delhi,5699,Apparel,Partnership,Delhi,2024-04-15 07:33:51,SUSPENDED,False,,False
MCH6097,MANNAN PLC,Uttar Pradesh,5812,Restaurant,Partnership,Lko,2025-02-13 00:39:51,ACTIVE,False,258.41,True
MCH9310,Ganguly-Tella,Maharashtra,7011,Hotel / Lodging,Individual,Pune,2024-03-29 00:00:00,ACTIVE,True,482.88,True
MCH9943,Mukhopadhyay-Kale,Punjab,5699,Apparel,Private Limited,Amritsar,2025-11-30 15:51:23,ACTIVE,False,2114.46,True
MCH4406,"Chand, Ahuja and Behl",Maharashtra,7011,Hotel / Lodging,Private Limited,Pune,2023-06-09 00:00:00,ACTIVE,False,3629.0,False
MCH4792,Agrawal-Prabhu,Tamil Nadu,5812,Restaurant,Sole Proprietor,Chennai,2025-11-02 16:37:14,INACTIVE,False,1844.0,False
MCH2679,"Barman, Bains and Shan",Maharashtra,5912,Medical / Pharmacy,Private Limited,Mumbai,2024-12-25 00:00:00,ACTIVE,False,1334.82,True
MCH9452,Kapoor-Kara,West Bengal,5999,Misc Retail,Private Limited,Kolkata,,INACTIVE,False,,True
MCH8873,"Pathak, Bath and Kant",Maharashtra,4131,Transportation,Partnership,Pune,2025-06-11 00:00:00,ACTIVE,False,2212.3,False
MCH4606,Vyas-Mukhopadhyay,Telangana,7011,Hotel / Lodging,Private Limited,Hyderabad,2025-09-29 00:00:00,ACTIVE,False,745.57,True
MCH8276,"Kakar, Handa and Sachdeva",Maharashtra,5812,Restaurant,Sole Proprietor,Mumbai,2025-09-23 00:00:00,ACTIVE,False,2410.37,True
MCH6608,"puri, dar and mann",Delhi,,,Private Limited,Delhi,2024-02-10 07:57:42,ACTIVE,True,410.36,False
MCH7605,Kakar-Dhi110n,Karnataka,5311,Department Store,Private Limited,Bangalore,2025-07-21 00:00:00,INACTIVE,False,1126.42,True
MCH8480,Doshi-Sarin,Maharashtra,4131,Transportation,Individual,Pune,2023-07-02 00:00:00,ACTIVE,True,1310.85,False
MCH5482,"Baral, Tak and Rajan",West Bengal,5812,Restaurant,Individual,Kolkata,2025-06-23 15:48:14,INACTIVE,False,710.53,True
MCH4640,Choudhary-Joshi,Rajasthan,5699,Apparel,Partnership,Jaipur,,ACTIVE,False,857.62,True
MCH3811,"bhat, anand and bakshi",Karnataka,,,Individual,Bangalore,,ACTIVE,False,563.14,True
MCH3254,"Chanda, Maharaj and Chandra",Telangana,4131,Transportation,Partnership,Hyderabad,2025-11-03 00:00:00,ACTIVE,False,1842.04,True
MCH9008,"GOUR, AMBLE AND BAKSHI",Punjab,5411,Grocery,Sole Proprietor,Amritsar,2024-12-18 18:50:53,ACTIVE,False,1167.35,True
MCH1532,sarna-kota,Delhi,5999,Misc Retail,Private Limited,Delhi,2024-10-21 00:00:00,ACTIVE,False,4843.68,False
MCH9021,Dubey PLC,Rajasthan,4814,Telecom,Private Limited,Jaipur,2023-10-03 00:00:00,INACTIVE,False,214.99,True
MCH2813,"Panchal, Pradhan and Bora",Punjab,5812,Restaurant,Individual,Jalandhar,2026-01-05 00:00:00,ACTIVE,True,169.64,False
MCH7709,"JANI, SIDHU AND TRIPATHI",Rajasthan,4131,Transportation,Partnership,Jaipur,2025-06-05 00:00:00,ACTIVE,False,451.31,True
MCH6104,Keer-Gade,West Bengal,5311,Department Store,Individual,Kolkata,2023-01-01 20:32:00,INACTIVE,False,935.82,True
MCH6660,BISWAS GROUP,Tamil Nadu,4131,Transportation,Sole Proprietor,Chennai,2025-03-18 22:30:52,ACTIVE,False,204.05,False
MCH1177,"Mistry, Savant and Jha",Punjab,4131,Transportation,Sole Proprietor,Amritsar,2025-08-29 18:32:00,ACTIVE,False,1663.99,False
MCH9205,Lala Ltd,West Bengal,4131,Transportation,Private Limited,Kolkata,2024-11-26 04:12:00,SUSPENDED,False,569.25,True
MCH7733,Bora Inc,Uttar Pradesh,,,Private Limited,Lko,2024-01-22 00:00:00,ACTIVE,False,5028.38,True
MCH9140,Dugar-Uppal,Rajasthan,5411,Grocery,Partnership,Jaipur,2024-12-06 06:26:10,ACTIVE,False,1470.42,False
MCH2398,Kapur-Dani,Tamil Nadu,5311,Department Store,Individual,Chennai,2023-09-15 16:58:35,ACTIVE,False,711.05,True
MCH5141,Gera-Kashyap,Punjab,4814,Telecom,Partnership,Ludhiana,2024-08-01 00:21:00,ACTIVE,False,2000.07,False
MCH9126,Anne-Chahal,Telangana,5411,Grocery,Partnership,Hyderabad,2023-03-05 00:00:00,ACTIVE,False,,False
MCH1583,SARIN-MORE,Punjab,5812,Restaurant,Private Limited,Amritsar,2023-10-05 00:00:00,ACTIVE,False,1435.48,True
MCH2283,"Dhawan, Pa11a and Krishnan",Telangana,7011,Hotel / Lodging,Partnership,Hyderabad,,ACTIVE,False,954.74,True
MCH1269,SHUKLA PLC,Telangana,5699,Apparel,Individual,Hyderabad,2025-03-03 19:00:09,ACTIVE,False,1758.28,False
MCH4881,"Wadhwa, Morar and Kara",Punjab,5912,Medical / Pharmacy,Sole Proprietor,Jalandar,2023-08-26 00:00:00,ACTIVE,False,367.72,True
MCH6492,PERI LLC,Maharashtra,5912,Medical / Pharmacy,Individual,Mumbai,2025-08-20 09:18:03,ACTIVE,False,3574.25,False
MCH6422,"Bhatnagar, Bora and Venkataraman",Maharashtra,5912,Medical / Pharmacy,Sole Proprietor,Poona,2025-05-11 11:45:00,ACTIVE,False,1587.75,False
MCH1210,"Dua, Buch and Kaul",Maharashtra,,,Private Limited,Mumbai,,SUSPENDED,False,1903.0,True
MCH8801,BEDI INC,Uttar Pradesh,5912,Medical / Pharmacy,Sole Proprietor,Lko,2024-08-11 00:00:00,ACTIVE,False,3479.49,True
MCH5715,"Bansal,AryaandBhat",Karnataka,5912,Medical / Pharmacy,Private Limited,Bangalore,2025-01-20 00:00:00,ACTIVE,False,1290.0,False
MCH7429,"Sandal, Raja and Gopal",Karnataka,7011,Hotel / Lodging,Sole Proprietor,Bangalore,2023-12-15 00:00:00,ACTIVE,False,1419.21,False
MCH3596,CHOUDHRY LTD,Uttar Pradesh,4131,Transportation,Private Limited,Lucknow,2024-11-11 00:00:00,ACTIVE,False,311.69,True
MCH2884,Malhotra-Sarin,Maharashtra,5942,Book Store,Sole Proprietor,Pune,2025-02-27 00:00:00,ACTIVE,False,683.54,False
MCH1098,"raval, yadav and yogi",Rajasthan,7011,Hotel / Lodging,Private Limited,Jaipur,2023-12-01 00:00:00,ACTIVE,False,181.0,True
MCH1118,"BASAK, PILLAI AND ARORA",Tamil Nadu,5999,Misc Retail,Private Limited,Chennai,2026-01-06 00:00:00,ACTIVE,False,3933.25,False
MCH2267,Bobal and Sons,Delhi,7011,Hotel / Lodging,Partnership,Delhi,2023-01-03 00:00:00,ACTIVE,False,2114.71,True
MCH3308,"DHAWAN, RANGANATHAN AND LUTHRA",Punjab,5699,Apparel,Partnership,Amritsar,2026-01-09 00:00:00,INACTIVE,False,2438.38,True
MCH6560,"Pandit, Jayaraman and Chokshi",Telangana,4814,Telecom,Individual,Hyderabad,2023-05-29 00:00:00,ACTIVE,False,11930.97,True
MCH9400,"Dara, Desai and Sethi",Maharashtra,5999,Misc Retail,Partnership,Mumbai,2025-08-23 00:00:00,ACTIVE,False,2120.88,False
MCH7675,Suresh-Tandon,Maharashtra,4131,Transportation,Partnership,Pune,2025-01-24 00:00:00,ACTIVE,False,1022.55,False
MCH1449,"Chadha, Ramakrishnan and Badami",Telangana,7011,Hotel / Lodging,Partnership,Hyderabad,2023-09-28 15:52:52,SUSPENDED,False,1634.83,False
MCH9277,Pa1-R0ut,Punjab,5942,Book Store,Individual,Amritsar,2026-02-10 18:58:24,ACTIVE,False,963.33,False
MCH5210,"Gill, Acharya and Naidu",Punjab,5912,Medical / Pharmacy,Partnership,Amritsar,2024-12-10 00:00:00,SUSPENDED,False,1319.3,True
MCH1434,Kale and Sons,Punjab,5812,Restaurant,Private Limited,Jalandar,2023-04-25 00:00:00,ACTIVE,False,985.73,True
MCH7184,Dara Inc,Maharashtra,,,Sole Proprietor,Mumbai,2023-08-31 00:00:00,ACTIVE,False,1095.25,False
MCH8650,Konda Ltd,Punjab,5999,Misc Retail,Sole Proprietor,Ludhiana,2024-05-27 00:00:00,ACTIVE,False,578.35,True
MCH2274,"KUNDA, VIG AND PARSA",Maharashtra,5999,Misc Retail,Sole Proprietor,Mumbai,2023-06-06 04:13:00,ACTIVE,False,3028.0,True
MCH9413,Kala-Sarkar,Telangana,5912,Medical / Pharmacy,Sole Proprietor,Hyderabad,2023-10-25 07:38:39,ACTIVE,False,869.76,True
MCH9516,"SULE, BORRA AND RATTAN",Punjab,,,Partnership,Amritsar,2023-01-19 00:01:38,ACTIVE,True,397.19,False
MCH3659,Kashyap LLC,Maharashtra,4131,Transportation,Partnership,Poona,2025-07-06 00:00:00,ACTIVE,False,403.54,False
MCH9807,PILLAY-SULE,Punjab,5912,Medical / Pharmacy,Partnership,Ldh,2024-09-17 00:00:00,ACTIVE,False,3555.86,False
MCH6983,Barman-Chand,Delhi,5311,Department Store,Partnership,Delhi,2024-10-07 12:44:43,ACTIVE,False,3713.18,False
MCH4094,Thakur-Shah,Tamil Nadu,5311,Department Store,Individual,Chennai,2024-12-25 00:00:00,ACTIVE,False,1848.8,True
MCH2416,"Gokhale, Dua and Murty",Delhi,5411,Grocery,Sole Proprietor,Delhi,2024-09-15 00:00:00,ACTIVE,False,4341.41,True
MCH1838,Manda-Deshpande,Punjab,5942,Book Store,Partnership,Jalandhar,2025-09-04 06:22:16,ACTIVE,False,2224.32,True
MCH3399,MUNI AND SONS,Punjab,5699,Apparel,Private Limited,Amritsar,2024-07-04 00:00:00,ACTIVE,True,3737.76,True
MCH9130,Chhabra LLC,Punjab,5812,Restaurant,Private Limited,Jalandhar,2024-12-09 00:00:00,ACTIVE,False,1786.29,False
MCH2610,"Dhar, Mahajan and Sarkar",Delhi,5912,Medical / Pharmacy,Private Limited,Delhi,2025-08-09 18:24:29,ACTIVE,True,3319.36,True
MCH6862,Misra-Dada,West Bengal,4814,Telecom,Private Limited,Kolkata,2025-08-12 00:00:00,ACTIVE,False,736.0,True
MCH2564,Bumb and Sons,Telangana,7011,Hotel / Lodging,Private Limited,Hyderabad,2025-04-18 00:00:00,ACTIVE,False,1155.71,True
MCH7040,Bhasin-Lala,Maharashtra,5942,Book Store,Individual,Mumbai,2025-10-11 00:00:00,SUSPENDED,False,2406.66,True
MCH3760,Das-Ahuja,Uttar Pradesh,5812,Restaurant,Sole Proprietor,Lucknow,2023-01-13 00:00:00,ACTIVE,False,755.0,True
MCH3700,"Sinha, Purohit and Shetty",Karnataka,5912,Medical / Pharmacy,Individual,Bangalore,2025-04-01 00:00:00,INACTIVE,False,1238.03,True
MCH7422,Divan-Vaidya,Rajasthan,5942,Book Store,Individual,Jaipur,2024-07-26 13:42:00,SUSPENDED,False,170.31,True
MCH9001,Sangha-Ravi,Karnataka,5912,Medical / Pharmacy,Individual,Bangalore,2024-10-17 00:00:00,ACTIVE,False,242.09,False
MCH7463,CHAUDRY-NATARAJAN,Tamil Nadu,5912,Medical / Pharmacy,Partnership,Chennai,2025-07-05 14:13:00,ACTIVE,False,,True
MCH8910,Varkey Group,Punjab,5912,Medical / Pharmacy,Individual,Ludhiana,2025-02-07 02:32:41,ACTIVE,False,9929.86,True
MCH2879,"Sidhu, Kumer and Venkatesh",Karnataka,4131,Transportation,Partnership,Bangalore,2024-02-14 00:00:00,ACTIVE,False,1726.8,False
MCH3416,"Rau, Baral and Karan",Punjab,4814,Telecom,Private Limited,Ludhiana,2024-02-02 00:00:00,ACTIVE,False,894.0,False
MCH3571,"Aurora, Kamdar and Vasa",Uttar Pradesh,5411,Grocery,Private Limited,Lko,2023-02-03 00:00:00,ACTIVE,False,583.65,False
MCH1552,uppal plc,Telangana,4131,Transportation,Sole Proprietor,Hyderabad,,ACTIVE,False,1136.0,False
MCH5822,Gandhi-Krish,Karnataka,5311,Department Store,Sole Proprietor,Bangalore,2023-02-10 00:00:00,ACTIVE,False,1268.39,True
MCH1861,Vora-Balan,Maharashtra,5411,Grocery,Sole Proprietor,Pune,2025-10-17 00:39:00,INACTIVE,False,2646.57,True
MCH7226,"Peri, Barad and Panchal",Delhi,5942,Book Store,Sole Proprietor,Delhi,2024-11-30 00:00:00,ACTIVE,False,4237.0,True
MCH9245,zachariah-suri,Punjab,5311,Department Store,Individual,Jalandhar,2023-05-03 00:00:00,ACTIVE,False,328.18,True
MCH3488,Sarna-Ramaswamy,West Bengal,5699,Apparel,Private Limited,Kolkata,2025-12-10 17:02:29,ACTIVE,False,1118.6,True
MCH8870,Solanki-Cherian,West Bengal,4131,Transportation,Partnership,Kolkata,2025-07-04 00:00:00,ACTIVE,False,1597.0,True
MCH4439,DESHPANDE LTD,Karnataka,5812,Restaurant,Partnership,Bangalore,2025-04-02 00:00:00,ACTIVE,True,917.66,True
MCH8606,Prabhakar Ltd,Maharashtra,5942,Book Store,Partnership,Mumbai,2024-11-25 22:32:00,ACTIVE,False,602.72,False
MCH9276,TRIVEDI-KUNDA,Delhi,5699,Apparel,Individual,Delhi,2025-12-31 04:58:00,ACTIVE,False,2310.01,True
MCH8057,Kalla Group,Maharashtra,5912,Medical / Pharmacy,Sole Proprietor,Mumbai,2025-08-29 00:00:00,ACTIVE,False,437.01,False
MCH5263,"Narang, Kata and Pillai",Punjab,5311,Department Store,Private Limited,Ludhiana,2024-12-08 00:00:00,ACTIVE,False,,False
MCH8893,Anand-Dada,Delhi,5411,Grocery,Private Limited,Delhi,2023-02-15 00:00:00,ACTIVE,False,598.72,False
MCH4709,Ramakrishnan-Palla,Karnataka,4814,Telecom,Individual,Bangalore,2026-02-15 00:00:00,ACTIVE,False,1190.3,True
MCH2444,"Sachar, Das and Deo",Punjab,4131,Transportation,Sole Proprietor,Jalandar,2025-05-12 00:00:00,ACTIVE,False,563.27,False
MCH7580,"Setty, Kala and Ramesh",Rajasthan,7011,Hotel / Lodging,Partnership,Jaipur,2025-10-20 00:00:00,ACTIVE,True,377.84,False
MCH1087,"Mitter, Sawhney and Luthra",Tamil Nadu,7011,Hotel / Lodging,Partnership,Chennai,2025-04-19 00:00:00,SUSPENDED,False,2381.71,False
MCH8169,"Kapur, Prashad and Srinivasan",Rajasthan,5999,Misc Retail,Individual,Jaipur,2024-03-11 00:00:00,ACTIVE,False,1294.0,True
MCH9022,"Kunda,DugarandKari",Punjab,5699,Apparel,Individual,Amritsar,2026-01-24 00:00:00,ACTIVE,False,1439.0,False
MCH3287,"dave, ganesan and biswas",Karnataka,5311,Department Store,Individual,Bangalore,,ACTIVE,False,1007.0,True
MCH2522,Savant-Sangha,Maharashtra,5311,Department Store,Partnership,Mumbai,2024-03-01 15:56:00,ACTIVE,False,702.03,True
MCH4362,Sura LLC,Rajasthan,7011,Hotel / Lodging,Individual,Jaipur,2023-04-23 00:00:00,SUSPENDED,False,218.0,True
MCH9060,"RAMASWAMY, SINGHAL AND DEEP",Maharashtra,5999,Misc Retail,Individual,Mumbai,2023-01-01 00:00:00,ACTIVE,False,1011.0,False
MCH5890,Apte-Sant,Punjab,5311,Department Store,Partnership,Amritsar,2026-01-27 00:00:00,INACTIVE,False,2687.77,True
MCH1327,GandhiPLC,Uttar Pradesh,5699,Apparel,Sole Proprietor,Lko,2023-11-02 00:00:00,ACTIVE,False,902.09,True
MCH8636,GHOSH-DASH,Punjab,5942,Book Store,Partnership,Amritsar,2023-09-06 09:12:03,ACTIVE,False,3699.41,True
MCH4148,"Muni, Chaudhari and De",West Bengal,5999,Misc Retail,Private Limited,Kolkata,2024-12-20 00:00:00,INACTIVE,False,2139.38,True
MCH4285,Bhatnagar-Atwal,Punjab,5942,Book Store,Partnership,Jalandhar,,INACTIVE,False,988.9,False
MCH7196,Kunda-Bakshi,West Bengal,5311,Department Store,Private Limited,Kolkata,2026-02-08 00:00:00,SUSPENDED,False,859.44,False
MCH5040,NAYAR-KHATRI,Maharashtra,4814,Telecom,Individual,Pune,2025-04-30 04:40:00,ACTIVE,False,1055.33,False
MCH5639,"Viswanathan, Gupta and Varghese",Maharashtra,7011,Hotel / Lodging,Sole Proprietor,Mumbai,2023-09-02 00:00:00,ACTIVE,False,2712.0,False
MCH7048,Manda Inc,West Bengal,5942,Book Store,Sole Proprietor,Kolkata,2024-02-17 04:08:00,ACTIVE,False,776.0,True
MCH9492,Mitra Gr0up,West Bengal,5912,Medical / Pharmacy,Private Limited,Kolkata,2024-07-13 00:00:00,ACTIVE,False,1049.0,True
MCH7758,"memon, agate and deshpande",Maharashtra,5699,Apparel,Partnership,Mumbai,2023-12-27 00:00:00,ACTIVE,False,362.28,True
MCH3668,Pandey-Uppal,Maharashtra,4131,Transportation,Sole Proprietor,Pune,2024-09-03 18:09:51,ACTIVE,False,795.26,True
MCH8828,RANGANATHAN AND SONS,Punjab,4131,Transportation,Individual,Amritsar,2026-01-02 04:46:18,ACTIVE,False,,False
MCH6774,PARSA LTD,Punjab,5699,Apparel,Private Limited,Amritsar,2023-01-17 00:00:00,ACTIVE,False,2007.14,False
MCH8681,Suri Ltd,Punjab,5699,Apparel,Partnership,Jalandhar,2025-07-19 03:33:54,ACTIVE,False,1034.26,True
MCH3144,raval-korpal,Delhi,7011,Hotel / Lodging,Partnership,Delhi,,ACTIVE,False,1879.74,False
MCH1446,Sunder-Sathe,Tamil Nadu,5311,Department Store,Sole Proprietor,Chennai,2024-11-18 00:00:00,ACTIVE,False,3885.08,True
MCH5812,aurora and sons,Telangana,7011,Hotel / Lodging,Sole Proprietor,Hyderabad,2024-03-03 00:00:00,ACTIVE,False,410.12,True
MCH7667,solanki llc,Uttar Pradesh,4814,Telecom,Sole Proprietor,Lucknow,2024-06-28 00:00:00,ACTIVE,False,1620.69,False
MCH8798,Ch0wdhury-Su1e,Punjab,5311,Department Store,Individual,Jalandhar,2024-12-28 02:38:26,ACTIVE,False,207.92,True
MCH2084,"Murthy, Dutt and Bakshi",Maharashtra,4131,Transportation,Private Limited,Mumbai,2024-04-03 00:00:00,ACTIVE,False,659.75,False
MCH6583,Raval-Badal,West Bengal,5912,Medical / Pharmacy,Individual,Kolkata,2025-11-07 00:00:00,ACTIVE,False,2083.0,True
MCH4205,Behl-Narula,West Bengal,5311,Department Store,Sole Proprietor,Kolkata,2023-11-27 20:51:25,ACTIVE,False,4442.0,False
MCH9856,"Gala, Nadig and Borra",Uttar Pradesh,5411,Grocery,Partnership,Lucknow,2025-10-13 23:24:00,ACTIVE,False,1744.37,True
MCH6844,"bedi, gill and dube",West Bengal,7011,Hotel / Lodging,Partnership,Kolkata,2025-06-11 00:00:00,ACTIVE,False,713.58,True
MCH3221,Baria-Dube,West Bengal,7011,Hotel / Lodging,Sole Proprietor,Kolkata,,INACTIVE,False,338.34,True
MCH9595,Kapur Inc,Tamil Nadu,5999,Misc Retail,Private Limited,Chennai,2023-10-26 00:00:00,ACTIVE,False,,True
MCH2231,"Goyal, Balakrishnan and Patla",Karnataka,7011,Hotel / Lodging,Private Limited,Bangalore,2024-11-10 09:09:32,INACTIVE,False,1360.71,False
MCH4028,TANEJA-BHATTACHARYYA,Uttar Pradesh,4131,Transportation,Partnership,Lucknow,2023-07-14 00:00:00,ACTIVE,False,2673.0,False
MCH6278,"Keer, Sha and Sama",West Bengal,5912,Medical / Pharmacy,Partnership,Kolkata,2025-08-23 00:00:00,ACTIVE,False,8713.68,True
MCH3021,"Gupta, Mukherjee and Setty",Maharashtra,4131,Transportation,Sole Proprietor,Mumbai,2026-02-14 00:00:00,ACTIVE,False,614.86,True
MCH6676,Balakrishnan-Baral,Tamil Nadu,4131,Transportation,Partnership,Chennai,2025-08-02 10:17:51,ACTIVE,False,1126.87,False
MCH8210,Bains Group,Delhi,5912,Medical / Pharmacy,Partnership,Delhi,2025-05-06 00:00:00,ACTIVE,False,2128.0,True
MCH6158,"Dhingra, Ratti and Palla",Punjab,4131,Transportation,Sole Proprietor,Amritsar,2023-04-26 00:00:00,ACTIVE,False,1443.6,True
MCH5669,"Sodhi, Luthra and Batta",Punjab,5812,Restaurant,Private Limited,Jalandhar,2025-10-08 07:29:30,ACTIVE,False,1557.34,True
MCH4741,KARA AND SONS,Rajasthan,,,Partnership,Jaipur,2023-02-13 00:00:00,ACTIVE,False,2009.21,True
MCH8965,bajaj ltd,Tamil Nadu,5942,Book Store,Individual,Chennai,2025-01-30 07:02:00,ACTIVE,False,326.0,True
MCH9651,Thakkar-Dass,Punjab,5311,Department Store,Private Limited,Jalandhar,2023-03-28 04:13:28,ACTIVE,False,2535.0,False
MCH3251,BALAN-KUNDA,Punjab,5411,Grocery,Individual,Ldh,2024-12-14 00:00:00,ACTIVE,False,3266.06,False
MCH4338,Johal-Dara,Rajasthan,7011,Hotel / Lodging,Individual,Jaipur,2025-07-06 20:41:00,SUSPENDED,False,3419.42,True
MCH3938,Acharya Group,West Bengal,7011,Hotel / Lodging,Sole Proprietor,Kolkata,2024-10-17 00:00:00,ACTIVE,False,2349.37,False
MCH1922,"DEO, SARAF AND KALE",Uttar Pradesh,,,Sole Proprietor,Lucknow,,ACTIVE,False,2507.85,False
MCH8819,AcharyaInc,Punjab,5912,Medical / Pharmacy,Private Limited,Ludhiana,2024-02-27 00:00:00,ACTIVE,False,2075.22,True
MCH2106,"Doctor, Karnik and Sridhar",Karnataka,5999,Misc Retail,Partnership,Bangalore,2023-08-16 00:00:00,INACTIVE,False,871.69,True
MCH9745,ramanathan-kara,Tamil Nadu,4131,Transportation,Sole Proprietor,Chennai,2023-11-27 13:35:38,ACTIVE,False,,False
MCH5619,"Iyer, Lata and Bhatnagar",Karnataka,4131,Transportation,Partnership,Bangalore,2025-07-09 00:00:00,ACTIVE,False,5962.0,True
MCH7013,"Batra,NarangandGala",Delhi,5912,Medical / Pharmacy,Sole Proprietor,Delhi,2025-03-02 00:00:00,ACTIVE,False,2875.47,True
MCH8504,Kohli PLC,Tamil Nadu,5411,Grocery,Sole Proprietor,Chennai,2025-05-05 19:30:15,ACTIVE,False,977.26,True
MCH4838,SRINIVASAN LTD,Punjab,5699,Apparel,Partnership,Ludhiana,2023-11-05 10:10:13,ACTIVE,False,193.54,True
MCH1955,"SRINIVAS, KHURANA AND CHOUDHRY",Punjab,5999,Misc Retail,Private Limited,Jalandhar,2025-01-18 12:28:00,ACTIVE,False,883.05,True
MCH7757,"Uppal, Kota and Ramaswamy",Delhi,4814,Telecom,Individual,Delhi,2024-02-09 00:00:00,ACTIVE,False,669.43,True
MCH8341,TARA-BEN,West Bengal,5311,Department Store,Individual,Kolkata,2023-06-26 00:00:00,ACTIVE,False,1137.47,False
MCH3570,sura-barman,Punjab,5999,Misc Retail,Private Limited,Jalandhar,2023-05-22 22:03:03,INACTIVE,False,1099.0,True
